MS_SubClass,MS_Zoning,Lot_Area,Alley,Neighborhood,Bldg_Type,Overall_Qual,Year_Built,Roof_Style,Roof_Matl,Mas_Vnr_Type,1st_Flr_SF,2nd_Flr_SF,Garage_Area,Paved_Drive,SalePrice,total_sq
2-STORY 1946 & NEWER,Resi Low Density,8880,True,SawyerW,1Fam,Good,1994,Gable,CompShg,None,1222,888,463.0,Paved,205000,2573.0
SPLIT FOYER,Resi Low Density,8410,True,Mitchel,1Fam,Above Avg,1974,Gable,CompShg,None,1026,0,528.0,Paved,143000,1554.0
1-STPUD-1946 & NEWER,Floating Village,4385,True,Somerst,TwnhsE,Excellent,2001,Gable,CompShg,None,1419,0,588.0,Paved,290000,2007.0
1-STORY 1946 & NEWER,Resi Low Density,12919,True,NridgHt,1Fam,Excellent,2009,Hip,CompShg,Stone,2364,0,820.0,Paved,611657,3184.0
1-STORY 1946 & NEWER,Resi Low Density,12464,True,CollgCr,1Fam,Average,1996,Gable,CompShg,None,1040,0,576.0,Paved,152000,1616.0
1-STPUD-1946 & NEWER,Resi Low Density,5005,True,StoneBr,TwnhsE,Very good,1992,Gable,CompShg,None,1280,0,506.0,Paved,191500,1786.0
2-STORY 1946 & NEWER,Resi Low Density,9591,True,NridgHt,1Fam,Very good,2004,Gable,CompShg,BrkFace,1143,1330,852.0,Paved,317000,3325.0
1-1/2 STORY FINISHED,Resi Low Density,6960,True,Sawyer,1Fam,Good,1940,Gable,CompShg,None,798,504,224.0,Paved,165250,1526.0
1-STORY 1946 & NEWER,Resi Low Density,9825,True,Edwards,1Fam,Average,1966,Hip,CompShg,None,1092,0,264.0,Paved,123000,1356.0
1-STORY 1946 & NEWER,Resi Low Density,14175,True,Sawyer,1Fam,Above Avg,1956,Gable,CompShg,None,1188,0,621.0,Paved,185000,1809.0
1-STORY 1946 & NEWER,Resi Low Density,7400,True,NAmes,1Fam,Good,1962,Gable,CompShg,None,1045,0,528.0,Paved,120000,1573.0
1-STORY 1946 & NEWER,Resi Low Density,10738,True,NWAmes,1Fam,Above Avg,1966,Hip,CompShg,None,1093,0,484.0,Paved,158500,1577.0
2-STORY 1946 & NEWER,Resi Low Density,8366,True,SawyerW,1Fam,Above Avg,2004,Gable,CompShg,None,798,842,520.0,Paved,173000,2160.0
DUPLEX,Resi Low Density,9842,True,NAmes,Duplex,Below Avg,1962,Gable,CompShg,None,1224,0,462.0,Paved,101800,1686.0
2-STORY 1945 & OLDER,Resi Low Density,7200,True,SWISU,1Fam,Good,1936,Gable,CompShg,None,575,560,576.0,Paved,155000,1711.0
1-STORY 1945 & OLDER,Resi Low Density,10230,False,OldTown,1Fam,Average,1925,Gable,CompShg,None,1078,0,264.0,Dirt/Gravel,125000,1342.0
1-STORY 1946 & NEWER,Resi Med Density,8626,True,OldTown,1Fam,Below Avg,1956,Gable,CompShg,None,968,0,331.0,Paved,104500,1299.0
2-STORY 1946 & NEWER,Resi Low Density,8834,True,NridgHt,1Fam,Excellent,2004,Hip,CompShg,Stone,1462,762,738.0,Paved,350000,2962.0
DUPLEX,Resi Low Density,8544,True,NAmes,Duplex,Fair,1950,Gable,CompShg,None,1040,0,400.0,Paved,93500,1440.0
2-STORY 1946 & NEWER,Resi Low Density,9179,True,CollgCr,1Fam,Good,1999,Gable,CompShg,BrkFace,882,908,588.0,Paved,193000,2378.0
2-STORY 1945 & OLDER,Resi Low Density,11526,True,Crawfor,1Fam,Above Avg,1922,Gable,CompShg,None,1423,748,672.0,Paved,191000,2843.0
1-STORY 1945 & OLDER,Resi Med Density,5684,True,OldTown,1Fam,Above Avg,1930,Hip,CompShg,None,813,0,270.0,Dirt/Gravel,110000,1083.0
2-STORY 1946 & NEWER,Resi Low Density,11885,True,CollgCr,1Fam,Very good,2001,Gable,CompShg,BrkFace,1299,573,531.0,Paved,261500,2403.0
1-STORY 1946 & NEWER,Resi Low Density,9600,True,NAmes,1Fam,Average,1956,Hip,CompShg,None,1050,0,338.0,Paved,128900,1388.0
2-STORY 1946 & NEWER,Resi Low Density,17242,True,NoRidge,1Fam,Excellent,1993,Hip,CompShg,BrkFace,1933,1567,959.0,Paved,584500,4459.0
1-STORY 1946 & NEWER,Resi Low Density,10215,True,Edwards,1Fam,Below Avg,1954,Hip,CompShg,BrkFace,948,0,248.0,Paved,111000,1196.0
1-1/2 STORY FINISHED,Resi Low Density,8550,True,BrkSide,1Fam,Average,1926,Gable,CompShg,None,960,356,576.0,Paved,90000,1892.0
2-STORY 1946 & NEWER,Resi Low Density,18450,True,NAmes,1Fam,Above Avg,1965,Flat,Tar&Grv,BrkCmn,1465,915,596.0,Paved,129000,2976.0
1-STORY 1946 & NEWER,Resi Low Density,14778,True,Crawfor,1Fam,Above Avg,1954,Hip,CompShg,BrkFace,1640,0,924.0,Paved,224000,2564.0
2ST PUD - 1946 & NEWER,Floating Village,3180,False,Somerst,TwnhsE,Above Avg,2005,Gable,CompShg,None,600,600,480.0,Paved,165000,1680.0
2-STORY 1945 & OLDER,Resi Med Density,3068,False,OldTown,1Fam,Above Avg,1920,Gable,CompShg,None,662,662,180.0,Paved,122000,1504.0
1-STORY 1946 & NEWER,Resi Low Density,8298,True,Timber,1Fam,Very good,2006,Hip,CompShg,0,1564,0,502.0,Paved,267300,2066.0
2-STORY 1946 & NEWER,Resi Low Density,13518,True,NridgHt,1Fam,Excellent,2008,Hip,CompShg,Stone,1966,1174,820.0,Paved,485000,3960.0
1-1/2 STORY FINISHED,Resi Med Density,33120,True,OldTown,1Fam,Above Avg,1962,Gable,CompShg,None,1611,875,576.0,Paved,220000,3062.0
2-STORY 1946 & NEWER,Resi Low Density,13142,True,CollgCr,1Fam,Above Avg,1997,Gable,CompShg,BrkFace,872,899,600.0,Paved,215700,2371.0
1-STORY 1946 & NEWER,Resi Low Density,11362,True,NridgHt,1Fam,Very good,2004,Gable,CompShg,Stone,1836,0,862.0,Paved,280000,2698.0
1-STORY 1946 & NEWER,Resi Low Density,10845,True,NridgHt,1Fam,Very good,2003,Gable,CompShg,BrkFace,1575,0,732.0,Paved,284000,2307.0
MULTILEVEL,Resi Med Density,1936,True,MeadowV,Twnhs,Below Avg,1970,Gable,CompShg,None,630,0,0.0,Paved,84500,630.0
1-STORY 1946 & NEWER,Resi Low Density,9760,True,NAmes,1Fam,Above Avg,1963,Hip,CompShg,BrkFace,1395,0,440.0,Paved,192000,1835.0
2-STORY 1945 & OLDER,Resi Med Density,3960,False,OldTown,1Fam,Good,1930,Gable,CompShg,None,502,502,200.0,Dirt/Gravel,105000,1204.0
1-STORY 1946 & NEWER,Resi Low Density,9100,True,CollgCr,1Fam,Good,2004,Hip,CompShg,None,1836,0,484.0,Paved,216837,2320.0
1-STORY 1946 & NEWER,Resi Low Density,9600,True,NAmes,1Fam,Average,1960,Gable,CompShg,BrkFace,1496,0,450.0,Paved,141500,1946.0
1-STORY 1946 & NEWER,Resi Low Density,9764,True,Sawyer,1Fam,Average,1967,Gable,CompShg,None,894,0,450.0,Paved,130000,1344.0
1-STORY 1946 & NEWER,Resi Low Density,8430,True,CollgCr,1Fam,Average,1978,Gable,CompShg,BrkFace,1040,0,0.0,Paved,124000,1040.0
2-STORY 1945 & OLDER,Resi Med Density,9060,True,IDOTRR,1Fam,Average,1923,Gable,CompShg,None,942,886,0.0,Paved,150909,0.0
1-STORY 1946 & NEWER,Resi Low Density,12778,True,NAmes,1Fam,Average,1952,Gable,CompShg,None,1008,0,280.0,Paved,139500,1288.0
1-STORY 1946 & NEWER,Resi Low Density,8172,True,Edwards,1Fam,Below Avg,1955,Gable,CompShg,None,864,0,528.0,Dirt/Gravel,79275,1392.0
1-STORY 1946 & NEWER,Resi Low Density,9037,True,Timber,1Fam,Very good,2006,Hip,CompShg,BrkFace,1484,0,472.0,Paved,265900,1956.0
1-STORY 1945 & OLDER,Resi Low Density,6292,True,SWISU,1Fam,Above Avg,1930,Gable,CompShg,None,790,0,160.0,Paved,91000,950.0
2-STORY 1946 & NEWER,Resi Low Density,11900,True,Gilbert,1Fam,Average,1977,Gable,CompShg,BrkFace,946,988,567.0,Partial Paved,185000,2501.0
1-STORY 1946 & NEWER,Resi Low Density,7945,True,NAmes,1Fam,Average,1959,Gable,CompShg,None,1150,0,300.0,Paved,141000,1450.0
2-STORY 1946 & NEWER,Resi Low Density,16659,True,NridgHt,1Fam,Very good,2007,Gable,CompShg,None,1582,570,728.0,Paved,260116,2880.0
1-STORY 1945 & OLDER,Resi Low Density,9340,True,Edwards,1Fam,Below Avg,1941,Hip,CompShg,None,672,0,234.0,Dirt/Gravel,113000,906.0
SPLIT OR MULTI-LEVEL,Resi Low Density,11454,True,SawyerW,1Fam,Very good,1995,Gable,CompShg,BrkFace,1511,0,811.0,Paved,225000,2322.0
1-STORY 1945 & OLDER,Resi Low Density,8480,True,NAmes,1Fam,Average,1945,Gable,CompShg,None,793,0,240.0,Paved,113000,1033.0
SPLIT OR MULTI-LEVEL,Resi Low Density,6305,True,Edwards,1Fam,Above Avg,1975,Gable,CompShg,None,1096,0,352.0,Paved,125200,1448.0
2-STORY 1946 & NEWER,Resi Low Density,9709,True,NridgHt,1Fam,Very good,2007,Gable,CompShg,Stone,958,1142,786.0,Paved,319500,2886.0
1-1/2 STORY FINISHED,Resi Low Density,10930,False,NAmes,1Fam,Average,1945,Gable,CompShg,None,1048,510,288.0,Paved,140000,1846.0
1-STORY 1946 & NEWER,Resi Low Density,50102,True,Timber,1Fam,Above Avg,1958,Gable,Tar&Grv,None,1650,0,518.0,Paved,250764,2168.0
2-STORY 1946 & NEWER,Resi Low Density,8899,True,NridgHt,1Fam,Very good,2007,Hip,CompShg,Stone,948,1140,656.0,Paved,250000,2744.0
2-STORY 1946 & NEWER,Resi Low Density,10237,True,Gilbert,1Fam,Above Avg,2005,Gable,CompShg,None,768,768,400.0,Paved,176000,1936.0
1-STORY 1946 & NEWER,Resi Low Density,9736,True,NAmes,1Fam,Above Avg,1957,Gable,CompShg,BrkFace,1721,0,464.0,Paved,174850,2185.0
2ST PUD - 1946 & NEWER,Resi Low Density,2364,True,NPkVill,TwnhsE,Above Avg,1978,Gable,CompShg,None,804,744,440.0,Paved,147000,1988.0
1-STPUD-1946 & NEWER,Resi Low Density,7892,True,SawyerW,TwnhsE,Above Avg,1979,Gable,CompShg,None,918,0,264.0,Paved,99500,1182.0
2-STORY 1946 & NEWER,Resi Low Density,12350,True,NridgHt,1Fam,Excellent,2009,Gable,CompShg,None,1365,1325,864.0,Paved,398800,3554.0
2-STORY 1946 & NEWER,Resi Low Density,7917,True,Gilbert,1Fam,Above Avg,1999,Gable,CompShg,None,953,694,460.0,Paved,175000,2107.0
1-STORY 1946 & NEWER,Resi Low Density,7200,True,NAmes,1Fam,Average,1954,Gable,CompShg,None,825,0,350.0,Paved,109500,1175.0
1-STORY 1946 & NEWER,Resi Low Density,12155,True,NAmes,1Fam,Above Avg,1970,Gable,CompShg,None,1657,0,484.0,Paved,163500,2141.0
1-STORY 1945 & OLDER,Resi Low Density,7446,True,BrkSide,1Fam,Below Avg,1941,Gable,CompShg,None,788,0,0.0,Paved,100000,788.0
2-STORY 1946 & NEWER,Resi Low Density,11025,True,NoRidge,1Fam,Very good,1992,Gable,CompShg,BrkFace,1520,1306,888.0,Paved,334000,3714.0
1-STORY 1946 & NEWER,Resi Low Density,7832,True,Sawyer,1Fam,Average,1968,Hip,CompShg,None,864,0,280.0,Paved,137250,1144.0
2-STORY 1946 & NEWER,Resi Low Density,19378,True,Gilbert,1Fam,Good,2005,Gable,CompShg,BrkFace,1392,1070,576.0,Paved,320000,3038.0
1-STORY 1946 & NEWER,Resi Low Density,9830,True,NAmes,1Fam,Average,1959,Gable,CompShg,None,1287,0,576.0,Paved,162000,1863.0
1-STORY 1946 & NEWER,Floating Village,4403,True,Somerst,1Fam,Good,2009,Gable,CompShg,Stone,1478,0,484.0,Paved,222000,1962.0
2-STORY 1946 & NEWER,Resi Low Density,8174,True,Gilbert,1Fam,Good,2003,Gable,CompShg,None,698,644,393.0,Paved,178000,1735.0
1-STORY 1945 & OLDER,Resi Med Density,7200,True,OldTown,1Fam,Average,1940,Gable,CompShg,Stone,804,0,240.0,Paved,119000,1044.0
2-STORY 1946 & NEWER,Resi Low Density,7590,True,NAmes,1Fam,Average,1962,Gable,CompShg,BrkFace,876,936,264.0,Paved,169500,2076.0
2-STORY 1946 & NEWER,Resi Low Density,8795,True,Gilbert,1Fam,Good,2000,Gable,CompShg,None,980,1276,554.0,Paved,236000,2810.0
1-STPUD-1946 & NEWER,Resi Med Density,3843,True,Crawfor,TwnhsE,Very good,2007,Hip,CompShg,Stone,1648,0,525.0,Paved,294464,2173.0
2-STORY 1946 & NEWER,Resi Low Density,11075,True,NAmes,1Fam,Above Avg,1969,Gable,CompShg,None,1092,1020,576.0,Paved,206900,2688.0
2-STORY 1946 & NEWER,Resi Low Density,10142,True,SawyerW,1Fam,Good,2004,Gable,CompShg,None,956,1128,618.0,Paved,233000,2702.0
1-STORY 1945 & OLDER,Resi Med Density,7741,False,OldTown,1Fam,Above Avg,1924,Gable,CompShg,None,1032,0,280.0,Paved,108000,1312.0
2-STORY 1946 & NEWER,Resi Low Density,8139,True,Gilbert,1Fam,Above Avg,1995,Gable,CompShg,BrkFace,680,790,420.0,Paved,165000,1890.0
1-STORY 1946 & NEWER,Resi Low Density,8982,True,CollgCr,1Fam,Average,1977,Gable,CompShg,None,1040,0,748.0,Paved,134900,1788.0
1-1/2 STORY UNFINISHED,Resi Med Density,6120,True,BrkSide,1Fam,Average,1939,Gable,CompShg,None,884,0,240.0,Paved,113000,1124.0
1-STORY 1946 & NEWER,Resi Low Density,16561,True,CollgCr,1Fam,Average,1996,Gable,CompShg,None,1097,0,242.0,Paved,147900,1339.0
1-STORY 1945 & OLDER,Resi Low Density,4060,True,Edwards,1Fam,Average,1922,Gable,CompShg,None,864,0,0.0,Paved,99900,864.0
2ST PUD - 1946 & NEWER,Resi Low Density,2308,True,NPkVill,TwnhsE,Above Avg,1975,Gable,CompShg,None,855,601,460.0,Paved,143000,1916.0
1-1/2 STORY FINISHED,Resi Med Density,6240,True,BrkSide,1Fam,Above Avg,1934,Gable,CompShg,None,816,0,528.0,Paved,114500,1344.0
1-STORY 1946 & NEWER,Resi Low Density,8789,True,Sawyer,1Fam,Average,1967,Gable,CompShg,None,941,0,288.0,Paved,129200,1229.0
1-STPUD-1946 & NEWER,Resi Med Density,5587,True,Crawfor,TwnhsE,Very good,2008,Hip,CompShg,Stone,1652,0,482.0,Paved,392500,2134.0
2-STORY 1945 & OLDER,Resi Low Density,9042,True,Crawfor,1Fam,Good,1941,Gable,CompShg,None,1188,1152,252.0,Paved,266500,2592.0
SPLIT OR MULTI-LEVEL,Resi Low Density,8923,True,Gilbert,1Fam,Good,1998,Gable,CompShg,None,751,631,396.0,Paved,177500,1778.0
1-STORY 1946 & NEWER,Resi Low Density,12518,True,Mitchel,1Fam,Average,1968,Gable,CompShg,BrkFace,1008,0,384.0,Paved,139500,1392.0
2-STORY 1946 & NEWER,Resi Low Density,11069,True,CollgCr,1Fam,Above Avg,2007,Gable,CompShg,None,608,788,440.0,Paved,170000,1836.0
2-STORY 1946 & NEWER,Resi Low Density,8800,True,NAmes,1Fam,Above Avg,1964,Gable,CompShg,BrkFace,845,1309,539.0,Paved,224500,2693.0
2-STORY 1946 & NEWER,Resi Low Density,13262,True,NridgHt,1Fam,Very good,2003,Gable,CompShg,Stone,1105,1295,730.0,Paved,290000,3130.0
1-1/2 STORY FINISHED,Resi Med Density,7758,True,IDOTRR,1Fam,Good,1931,Gable,CompShg,BrkFace,1226,592,240.0,Paved,169500,2058.0
1-STORY 1946 & NEWER,Resi Low Density,12118,True,Mitchel,1Fam,Good,2004,Hip,CompShg,Stone,1710,0,550.0,Paved,240000,2260.0
1-STORY 1946 & NEWER,Resi Low Density,9600,True,NAmes,1Fam,Average,1955,Hip,CompShg,BrkFace,1150,0,288.0,Paved,144000,1438.0
2-STORY 1946 & NEWER,Resi Low Density,9500,True,NAmes,1Fam,Above Avg,1964,Gable,CompShg,BrkCmn,1127,850,540.0,Paved,165000,2517.0
1-STPUD-1946 & NEWER,Resi Low Density,7175,True,SawyerW,TwnhsE,Above Avg,1990,Gable,CompShg,None,1332,0,542.0,Paved,145000,1874.0
1-STORY 1946 & NEWER,Resi Low Density,11200,True,Edwards,1Fam,Average,1964,Gable,CompShg,None,1298,0,504.0,Dirt/Gravel,114000,1802.0
1-STORY 1946 & NEWER,Resi Low Density,14226,True,NridgHt,1Fam,Very good,2006,Hip,CompShg,BrkFace,1973,0,895.0,Paved,395000,2868.0
2ST PUD - 1946 & NEWER,Resi Med Density,2760,True,BrDale,TwnhsE,Above Avg,1973,Gable,CompShg,BrkFace,525,567,440.0,Paved,105500,1532.0
2-STORY 1946 & NEWER,Resi Low Density,11050,True,Mitchel,1Fam,Very good,1998,Gable,CompShg,None,1036,880,741.0,Paved,254900,2657.0
1-STORY 1946 & NEWER,Resi Low Density,7200,True,NAmes,1Fam,Average,1950,Gable,CompShg,None,1238,0,357.0,Paved,102000,1595.0
2-STORY 1946 & NEWER,Resi Low Density,12420,True,CollgCr,1Fam,Good,2001,Gable,CompShg,None,944,896,622.0,Paved,230000,2462.0
2-STORY 1945 & OLDER,Resi Med Density,6120,True,BrkSide,1Fam,Average,1920,Gable,CompShg,None,939,574,180.0,Dirt/Gravel,137500,1693.0
1-STORY 1945 & OLDER,Resi Low Density,7111,True,BrkSide,1Fam,Average,1928,Gable,CompShg,None,1143,0,288.0,Paved,138000,1431.0
SPLIT OR MULTI-LEVEL,Resi Low Density,19255,True,SawyerW,1Fam,Above Avg,1983,Gable,CompShg,BrkFace,1338,0,576.0,Paved,156500,1914.0
1-STORY 1946 & NEWER,Resi Low Density,8120,True,NAmes,1Fam,Below Avg,1970,Gable,CompShg,None,864,0,463.0,Paved,124500,1327.0
2-STORY 1946 & NEWER,Resi Low Density,11952,True,NWAmes,1Fam,Good,1977,Mansard,WdShake,None,1161,808,534.0,Paved,190000,2503.0
1-STORY 1946 & NEWER,Resi Low Density,3182,True,Blmngtn,1Fam,Good,2007,Gable,CompShg,BrkFace,1266,0,388.0,Paved,159895,1654.0
2-STORY 1945 & OLDER,Resi Low Density,9842,True,SWISU,1Fam,Average,1921,Gable,CompShg,None,990,1611,621.0,Paved,189000,3222.0
1-STORY 1946 & NEWER,Resi Low Density,8020,True,Sawyer,1Fam,Average,1964,Gable,CompShg,None,912,0,0.0,Paved,124000,912.0
1-STORY 1946 & NEWER,Resi Low Density,11341,True,Sawyer,1Fam,Average,1957,Hip,CompShg,BrkFace,1392,0,528.0,Paved,121500,1920.0
DUPLEX,Resi Low Density,12436,True,NAmes,Duplex,Average,1957,Gable,CompShg,None,1824,0,484.0,Paved,146000,2308.0
2-STORY 1946 & NEWER,Resi Low Density,12192,True,CollgCr,1Fam,Good,2000,Gable,CompShg,None,928,895,626.0,Paved,235000,2449.0
1-STPUD-1946 & NEWER,Resi Med Density,3842,True,Crawfor,TwnhsE,Very good,2004,Hip,CompShg,Stone,1646,0,525.0,Paved,300000,2171.0
2ST PUD - 1946 & NEWER,Resi Med Density,1936,True,MeadowV,Twnhs,Below Avg,1970,Gable,CompShg,None,546,546,0.0,Paved,90500,1092.0
DUPLEX,Resi Low Density,13101,True,NAmes,Duplex,Average,1965,Gable,CompShg,BrkFace,1728,0,576.0,Paved,142600,2304.0
1-STORY 1946 & NEWER,Resi Low Density,9808,True,CollgCr,1Fam,Good,2002,Gable,CompShg,BrkFace,1573,0,544.0,Paved,227000,2117.0
DUPLEX,Resi Low Density,8145,True,Crawfor,Duplex,Good,1940,Gable,CompShg,None,1240,1240,400.0,Paved,205000,2880.0
1-STORY 1946 & NEWER,Resi Low Density,17227,True,CollgCr,1Fam,Very good,1999,Gable,CompShg,BrkFace,1341,0,482.0,Paved,246900,1823.0
2-STORY 1945 & OLDER,Commercial,5280,True,IDOTRR,1Fam,Below Avg,1895,Gable,CompShg,None,825,536,185.0,Paved,89000,1546.0
1-1/2 STORY FINISHED,Resi Low Density,11792,True,Edwards,1Fam,Below Avg,1948,Gable,CompShg,None,792,328,480.0,Partial Paved,64000,1600.0
1-STPUD-1946 & NEWER,Resi Low Density,3876,True,Greens,Twnhs,Very good,1978,Gable,CompShg,None,1226,0,484.0,Paved,170000,1710.0
2-STORY 1946 & NEWER,Resi Low Density,13891,True,NridgHt,1Fam,Excellent,2008,Hip,CompShg,Stone,1734,1088,1020.0,Paved,582933,3842.0
1-STORY 1945 & OLDER,Resi Med Density,6000,True,OldTown,1Fam,Above Avg,1925,Gable,CompShg,None,1103,0,440.0,Paved,110500,1543.0
1-STORY 1946 & NEWER,Resi Low Density,8240,True,Edwards,1Fam,Above Avg,1960,Hip,CompShg,Stone,1179,0,622.0,Partial Paved,110000,1801.0
1-STORY 1946 & NEWER,Resi Low Density,9405,True,Edwards,1Fam,Average,1947,Hip,CompShg,None,698,0,0.0,Paved,118000,698.0
2-STORY 1946 & NEWER,Resi Low Density,10625,True,NridgHt,1Fam,Good,2003,Gable,CompShg,BrkFace,1006,1040,871.0,Paved,284000,2917.0
2-STORY 1946 & NEWER,Resi Low Density,9247,True,NAmes,1Fam,Above Avg,1962,Gable,CompShg,BrkFace,858,858,490.0,Paved,171000,2206.0
2-STORY 1946 & NEWER,Resi Low Density,10628,True,SawyerW,1Fam,Good,2004,Gable,CompShg,None,871,941,478.0,Paved,193000,2290.0
1-STORY 1946 & NEWER,Resi Low Density,11000,True,Mitchel,1Fam,Average,1976,Gable,CompShg,None,1178,0,502.0,Paved,135000,1680.0
2-STORY 1945 & OLDER,Resi Low Density,9399,True,Crawfor,1Fam,Good,1919,Gable,CompShg,None,818,818,288.0,Dirt/Gravel,167000,1924.0
1-STORY 1946 & NEWER,Resi Med Density,7200,False,OldTown,1Fam,Below Avg,1950,Gable,CompShg,None,864,0,528.0,Paved,105000,1392.0
1-STORY 1946 & NEWER,Resi Low Density,10264,True,CollgCr,1Fam,Good,1999,Gable,CompShg,BrkFace,1588,0,472.0,Paved,214000,2060.0
2-STORY 1946 & NEWER,Resi Low Density,13215,True,NridgHt,1Fam,Very good,2004,Gable,CompShg,BrkFace,1426,488,746.0,Paved,279000,2660.0
SPLIT OR MULTI-LEVEL,Resi Low Density,10530,True,NWAmes,1Fam,Above Avg,1975,Gable,CompShg,BrkFace,1109,766,485.0,Paved,184500,2360.0
1-1/2 STORY FINISHED,Resi Med Density,6000,True,OldTown,1Fam,Fair,1948,Gable,CompShg,None,679,504,308.0,Paved,120000,1491.0
2-STORY 1946 & NEWER,Resi Low Density,7703,True,SawyerW,1Fam,Above Avg,1992,Gable,CompShg,None,833,897,528.0,Paved,171500,2258.0
2ST PUD - 1946 & NEWER,Floating Village,4251,False,Somerst,TwnhsE,Good,2006,Gable,CompShg,None,625,625,528.0,Paved,164700,1778.0
2-STORY 1946 & NEWER,Resi Low Density,12128,True,SawyerW,1Fam,Above Avg,1989,Gable,CompShg,BrkFace,1313,1246,506.0,Paved,209000,3065.0
1-STPUD-1946 & NEWER,Resi Med Density,3072,True,Blmngtn,TwnhsE,Good,2004,Hip,CompShg,BrkFace,1548,0,388.0,Paved,225000,1936.0
1-1/2 STORY FINISHED,Resi Low Density,8410,True,Edwards,1Fam,Average,1910,Gambrel,CompShg,None,658,526,0.0,Dirt/Gravel,81000,1184.0
1-STORY 1946 & NEWER,Resi Low Density,15218,True,Somerst,1Fam,Very good,2006,Gable,CompShg,0,1670,0,928.0,Paved,336820,2598.0
2-STORY 1946 & NEWER,Resi Low Density,14364,True,SawyerW,1Fam,Good,1988,Gable,CompShg,BrkFace,1180,882,454.0,Paved,277000,2516.0
1-STORY 1946 & NEWER,Resi Low Density,8680,True,NAmes,1Fam,Average,1960,Hip,CompShg,None,894,0,312.0,Paved,117600,1206.0
1-1/2 STORY FINISHED,Resi Low Density,9600,True,NAmes,1Fam,Above Avg,1950,Gable,CompShg,None,1112,556,271.0,Paved,140000,1939.0
1-STORY 1946 & NEWER,Resi Low Density,11778,True,CollgCr,1Fam,Excellent,2008,Hip,CompShg,Stone,1766,0,874.0,Paved,395039,2640.0
2-STORY 1946 & NEWER,Resi Low Density,15810,True,Gilbert,1Fam,Above Avg,2007,Gable,CompShg,0,768,728,572.0,Paved,181755,2068.0
1-STORY 1946 & NEWER,Resi Low Density,11024,True,SawyerW,1Fam,Good,2005,Gable,CompShg,BrkFace,1400,0,612.0,Paved,186800,2012.0
2-STORY 1946 & NEWER,Resi Low Density,8970,True,NAmes,1Fam,Average,1965,Gable,CompShg,None,825,1315,549.0,Paved,177500,2689.0
1-STORY 1945 & OLDER,Resi Low Density,10800,False,OldTown,1Fam,Below Avg,1927,Gable,CompShg,None,968,0,216.0,Paved,64500,1184.0
1-STPUD-1946 & NEWER,Floating Village,4835,True,Somerst,TwnhsE,Good,2004,Gable,CompShg,None,1488,0,506.0,Paved,260000,1994.0
1-STORY 1946 & NEWER,Resi Low Density,3710,True,Blmngtn,1Fam,Good,2007,Gable,CompShg,BrkFace,1266,0,388.0,Paved,185485,1654.0
1-STORY 1945 & OLDER,Resi Med Density,6120,True,BrkSide,1Fam,Average,1931,Gable,CompShg,None,875,0,180.0,Paved,105000,1055.0
SPLIT OR MULTI-LEVEL,Resi Low Density,9600,True,Veenker,1Fam,Above Avg,1976,Hip,CompShg,BrkFace,1094,761,512.0,Paved,187000,2367.0
1-STORY 1946 & NEWER,Resi Low Density,14145,True,NWAmes,1Fam,Good,1984,Gable,CompShg,None,1621,0,440.0,Paved,202500,2061.0
1-STORY 1946 & NEWER,Resi Low Density,9926,True,NridgHt,1Fam,Good,2005,Gable,CompShg,BrkFace,1614,0,878.0,Paved,245700,2492.0
2ST PUD - 1946 & NEWER,Resi Low Density,8012,True,SawyerW,TwnhsE,Above Avg,1980,Gable,CompShg,None,630,636,283.0,Paved,128000,1549.0
2-STORY 1946 & NEWER,Resi Low Density,10240,True,NridgHt,1Fam,Very good,2005,Gable,CompShg,BrkFace,1038,1060,878.0,Paved,275500,2976.0
2-STORY 1946 & NEWER,Resi Low Density,10762,True,Gilbert,1Fam,Good,1999,Gable,CompShg,None,1005,978,490.0,Paved,225000,2473.0
SPLIT OR MULTI-LEVEL,Resi Low Density,8000,True,NAmes,1Fam,Average,1959,Gable,CompShg,None,1183,0,288.0,Paved,138000,1471.0
2ST PUD - 1946 & NEWER,Resi Med Density,1680,True,BrDale,Twnhs,Above Avg,1971,Gable,CompShg,BrkFace,525,567,264.0,Paved,88000,1356.0
2-STORY 1946 & NEWER,Resi Low Density,13693,True,NridgHt,1Fam,Excellent,2006,Hip,CompShg,BrkFace,2069,574,694.0,Paved,380000,3337.0
1-STORY 1946 & NEWER,Floating Village,10625,True,Somerst,1Fam,Very good,2007,Gable,CompShg,BrkFace,1660,0,660.0,Paved,256000,2320.0
1-STORY 1946 & NEWER,Resi Low Density,7200,True,NAmes,1Fam,Average,1951,Gable,CompShg,None,900,0,576.0,Paved,134800,1476.0
2ST PUD - 1946 & NEWER,Resi Med Density,1612,True,Blueste,Twnhs,Above Avg,1980,Gable,CompShg,None,561,668,462.0,Paved,121000,1691.0
2-STORY 1946 & NEWER,Floating Village,10207,True,Somerst,1Fam,Good,2007,Gable,CompShg,None,874,887,578.0,Paved,227875,2339.0
1-STORY 1946 & NEWER,Resi Low Density,10475,True,CollgCr,1Fam,Very good,2008,Gable,CompShg,Stone,1694,0,776.0,Paved,245350,2470.0
DUPLEX,Resi Med Density,5976,True,OldTown,Duplex,Average,1920,Hip,CompShg,None,624,624,0.0,Dirt/Gravel,93500,1248.0
